atom_id,molecule_id,element,atype,charge
d161_21,d161,h,3,0.154
d161_22,d161,h,3,0.154
d161_23,d161,c,22,-0.106
d161_24,d161,c,22,-0.106
d161_25,d161,c,22,-0.106
d161_26,d161,c,22,-0.106
d161_27,d161,h,3,0.154
d161_28,d161,h,3,0.154
d161_29,d161,h,3,0.154
d161_3,d161,c,27,0.024
d161_30,d161,h,3,0.154
d161_31,d161,n,38,0.823
d161_32,d161,n,38,0.823
d161_33,d161,o,40,-0.377
d161_34,d161,o,40,-0.376
d161_35,d161,o,40,-0.376
d161_36,d161,o,40,-0.377
d161_4,d161,c,195,-0.076
d161_5,d161,c,195,-0.076
d161_6,d161,c,22,-0.106
d161_7,d161,h,3,0.154
d161_8,d161,h,3,0.154
d161_9,d161,c,22,-0.106
d162_1,d162,c,22,-0.113
d162_10,d162,c,29,0.017
d162_11,d162,c,22,-0.113
d162_12,d162,c,22,-0.113
d162_13,d162,c,22,-0.113
d162_14,d162,c,22,-0.113
d162_15,d162,c,22,-0.113
d162_16,d162,h,3,0.147
d162_17,d162,h,3,0.147
d162_18,d162,h,3,0.147
d162_19,d162,n,38,0.818
d162_2,d162,c,22,-0.113
d162_20,d162,n,38,0.818
d162_21,d162,n,38,0.818
d162_22,d162,n,38,0.818
d162_23,d162,o,40,-0.382
d162_24,d162,o,40,-0.382
d162_25,d162,o,40,-0.382
d162_26,d162,o,40,-0.383
d162_27,d162,o,40,-0.383
d162_28,d162,o,40,-0.382
d162_29,d162,o,40,-0.382
d162_3,d162,c,22,-0.113
d162_30,d162,o,40,-0.382
d162_4,d162,c,29,0.017
d162_5,d162,c,22,-0.113
d162_6,d162,c,22,-0.113
d162_7,d162,h,3,0.147
d162_8,d162,h,3,0.147
d162_9,d162,h,3,0.147
d163_1,d163,c,22,-0.115
d163_10,d163,c,22,-0.115
d163_11,d163,c,27,0.015
d163_12,d163,c,27,-0.085
d163_13,d163,h,3,0.146
d163_14,d163,h,3,0.146
d163_15,d163,c,27,0.015
d163_16,d163,c,22,-0.115
d163_17,d163,c,22,-0.115
d163_18,d163,h,3,0.145
d163_19,d163,h,3,0.145
d163_2,d163,c,22,-0.115
d163_20,d163,c,22,-0.115
d163_21,d163,c,22,-0.115
d163_22,d163,c,22,-0.115
d163_23,d163,h,3,0.146
d163_24,d163,h,3,0.145
d163_25,d163,n,38,0.816
d163_26,d163,n,38,0.816
d163_27,d163,o,40,-0.384
d163_28,d163,o,40,-0.384
d163_29,d163,o,40,-0.384
d163_3,d163,c,27,0.015
d163_30,d163,o,40,-0.384
d163_4,d163,c,27,-0.085
d163_5,d163,c,27,0.015
d163_6,d163,c,22,-0.115
d163_7,d163,h,3,0.145
d163_8,d163,h,3,0.146
d163_9,d163,c,22,-0.115
d164_1,d164,c,22,-0.115
d164_10,d164,c,22,-0.115
d164_11,d164,c,27,0.015
d164_12,d164,c,27,-0.085
d164_13,d164,h,3,0.146
d164_14,d164,h,3,0.146
d164_15,d164,c,27,0.015
d164_16,d164,c,22,-0.115
d164_17,d164,c,22,-0.115
d164_18,d164,h,3,0.145
d164_19,d164,h,3,0.145
d164_2,d164,c,22,-0.115
d164_20,d164,c,22,-0.115
d164_21,d164,c,22,-0.115
d164_22,d164,c,22,-0.115
d164_23,d164,h,3,0.146
d164_24,d164,h,3,0.145
d164_25,d164,n,38,0.816
d164_26,d164,n,38,0.816
d164_27,d164,o,40,-0.384
d164_28,d164,o,40,-0.384
d164_29,d164,o,40,-0.384
d164_3,d164,c,27,0.015
d164_30,d164,o,40,-0.384
d164_4,d164,c,27,-0.085
d164_5,d164,c,27,0.015
d164_6,d164,c,22,-0.115
d164_7,d164,h,3,0.145
d164_8,d164,h,3,0.146
d164_9,d164,c,22,-0.115
d165_1,d165,c,22,-0.122
d165_10,d165,c,22,-0.122
d165_11,d165,c,22,-0.122
d165_12,d165,c,22,-0.122
d165_13,d165,c,29,0.008
d165_14,d165,h,3,0.139
d165_15,d165,h,3,0.138
d165_16,d165,h,3,0.138
d165_17,d165,c,28,0.008
d165_18,d165,c,28,0.008
d165_19,d165,c,22,-0.122
d165_2,d165,c,22,-0.122
d165_20,d165,c,22,-0.122
d165_21,d165,c,22,-0.122
d165_22,d165,c,22,-0.122
d165_23,d165,h,3,0.139
d165_24,d165,h,3,0.138
d165_25,d165,h,3,0.138
d165_26,d165,n,38,0.809
d165_27,d165,o,40,-0.391
d165_28,d165,o,40,-0.391
d165_3,d165,c,27,0.008
d165_4,d165,c,27,-0.092
d165_5,d165,c,28,0.008
d165_6,d165,c,22,-0.122
d165_7,d165,h,3,0.139
d165_8,d165,h,3,0.138
d165_9,d165,h,3,0.138
d166_1,d166,c,22,-0.125
d166_10,d166,c,22,-0.125
d166_11,d166,c,22,-0.125
d166_12,d166,c,27,0.005
d166_13,d166,c,27,-0.095
d166_14,d166,h,3,0.136
d166_15,d166,h,3,0.135
d166_16,d166,c,27,0.005
d166_17,d166,c,22,-0.125
d166_18,d166,c,22,-0.125
d166_19,d166,h,3,0.135
d166_2,d166,c,22,-0.125
d166_20,d166,h,3,0.135
d166_21,d166,c,22,0.256
d166_22,d166,c,22,-0.125
d166_23,d166,c,22,-0.125
d166_24,d166,h,3,0.135
d166_25,d166,n,38,0.806
d166_26,d166,o,40,-0.394
d166_27,d166,o,40,-0.394
d166_28,d166,o,49,-0.394
d166_29,d166,c,14,0.706
d166_3,d166,c,27,0.005
d166_30,d166,o,51,-0.544
d166_31,d166,c,10,0.005
d166_32,d166,h,3,0.055
d166_33,d166,h,3,0.055
d166_34,d166,h,3,0.055
d166_4,d166,c,27,-0.095
d166_5,d166,c,27,0.005
d166_6,d166,c,22,-0.125
d166_7,d166,h,3,0.135
d166_8,d166,h,3,0.136
d166_9,d166,h,3,0.136
d167_1,d167,c,22,-0.115
d167_10,d167,c,22,-0.115
d167_11,d167,c,27,0.015
d167_12,d167,c,27,-0.085
d167_13,d167,h,3,0.146
d167_14,d167,h,3,0.146
d167_15,d167,c,27,0.015
d167_16,d167,c,22,-0.115
d167_17,d167,c,22,-0.115
d167_18,d167,h,3,0.145
d167_19,d167,h,3,0.145
d167_2,d167,c,22,-0.115
d167_20,d167,c,22,-0.115
d167_21,d167,c,22,-0.115
d167_22,d167,c,22,-0.115
d167_23,d167,h,3,0.146
d167_24,d167,h,3,0.145
d167_25,d167,n,38,0.816
d167_26,d167,n,38,0.816
d167_27,d167,o,40,-0.384
d167_28,d167,o,40,-0.384
d167_29,d167,o,40,-0.384
d167_3,d167,c,27,0.015
d167_30,d167,o,40,-0.384
d167_4,d167,c,27,-0.085
d167_5,d167,c,27,0.015
d167_6,d167,c,22,-0.115
d167_7,d167,h,3,0.145
d167_8,d167,h,3,0.146
d167_9,d167,c,22,-0.115
d168_1,d168,c,22,-0.133
d168_10,d168,h,3,0.127
d168_11,d168,o,50,-0.234
d168_12,d168,c,10,0.087
d168_13,d168,h,3,0.047
d168_14,d168,h,3,0.047
d168_15,d168,h,3,0.047
d168_16,d168,n,38,0.796
d168_17,d168,o,40,-0.404
d168_18,d168,o,40,-0.404
d168_2,d168,c,22,-0.133
d168_3,d168,c,22,-0.133
d168_4,d168,c,22,-0.133
d168_5,d168,c,22,0.176
d168_6,d168,c,22,-0.134
d168_7,d168,h,3,0.127
d168_8,d168,h,3,0.127
d168_9,d168,h,3,0.127
d169_1,d169,c,22,-0.114
d169_10,d169,f,92,-0.284
d169_11,d169,n,38,0.817
d169_12,d169,n,38,0.817
d169_13,d169,o,40,-0.383
d169_14,d169,o,40,-0.384
d169_15,d169,o,40,-0.384
d169_16,d169,o,40,-0.383
d169_2,d169,c,22,-0.114
d169_3,d169,c,22,-0.114
d169_4,d169,c,22,-0.114
d169_5,d169,c,22,0.316
d169_6,d169,c,22,-0.114
d169_7,d169,h,3,0.146
d169_8,d169,h,3,0.146
d169_9,d169,h,3,0.146
d16_1,d16,c,22,-0.118
d16_10,d16,c,29,0.012
d16_11,d16,c,28,0.012
d16_12,d16,c,28,0.012
d16_13,d16,c,22,-0.118
d16_14,d16,c,22,-0.118
d16_15,d16,c,22,-0.118
d16_16,d16,c,22,-0.118
d16_17,d16,n,38,0.812
d16_18,d16,n,38,0.812
d16_19,d16,o,40,-0.388
d16_2,d16,c,22,-0.118
d16_20,d16,o,40,-0.388
d16_21,d16,o,40,-0.388
d16_22,d16,o,40,-0.388
d16_23,d16,h,3,0.142
d16_24,d16,h,3,0.142
d16_25,d16,h,3,0.142
d16_26,d16,h,3,0.142
d16_27,d16,h,3,0.142
d16_28,d16,h,3,0.142
d16_29,d16,h,3,0.142
d16_3,d16,c,27,0.012
d16_30,d16,h,3,0.142
d16_4,d16,c,27,-0.088
d16_5,d16,c,28,0.012
d16_6,d16,c,22,-0.118
d16_7,d16,c,22,-0.118
d16_8,d16,c,22,-0.118
d16_9,d16,c,22,-0.118
d170_1,d170,c,22,-0.148
d170_10,d170,h,3,0.112
d170_11,d170,n,32,-0.419
d170_12,d170,c,22,0.182
d170_13,d170,c,22,0.182
d170_14,d170,n,32,-0.418
d170_15,d170,c,22,-0.148
d170_16,d170,c,22,-0.148
d170_17,d170,c,22,-0.148
d170_18,d170,c,22,-0.148
d170_19,d170,h,3,0.112
d170_2,d170,c,22,-0.148
d170_20,d170,h,3,0.112
d170_21,d170,h,3,0.112
d170_22,d170,h,1,0.282
d170_23,d170,h,1,0.282
d170_24,d170,n,38,0.781
d170_25,d170,o,40,-0.418
d170_26,d170,o,40,-0.418
d170_3,d170,c,22,0.182
d170_4,d170,c,22,0.182
d170_5,d170,c,22,-0.148
d170_6,d170,c,22,-0.148
d170_7,d170,h,3,0.112
d170_8,d170,h,3,0.112
d170_9,d170,h,3,0.112
d171_1,d171,c,22,-0.113
d171_10,d171,c,29,0.017
d171_11,d171,c,22,-0.113
d171_12,d171,c,22,-0.113
d171_13,d171,c,22,-0.113
d171_14,d171,c,22,-0.113
d171_15,d171,c,22,-0.113
d171_16,d171,h,3,0.147
d171_17,d171,h,3,0.147
d171_18,d171,h,3,0.147
d171_19,d171,n,38,0.818
d171_2,d171,c,22,-0.113
d171_20,d171,n,38,0.818
d171_21,d171,n,38,0.818
d171_22,d171,n,38,0.818
d171_23,d171,o,40,-0.382
d171_24,d171,o,40,-0.382
d171_25,d171,o,40,-0.382
d171_26,d171,o,40,-0.383
d171_27,d171,o,40,-0.383
d171_28,d171,o,40,-0.382
d171_29,d171,o,40,-0.382
d171_3,d171,c,22,-0.113
d171_30,d171,o,40,-0.382
d171_4,d171,c,29,0.017
d171_5,d171,c,22,-0.113
d171_6,d171,c,22,-0.113
d171_7,d171,h,3,0.147
d171_8,d171,h,3,0.147
d171_9,d171,h,3,0.147
d172_1,d172,c,22,-0.115
d172_10,d172,n,38,0.816
d172_11,d172,o,40,-0.384
d172_12,d172,o,40,-0.384
d172_13,d172,h,1,0.315
d172_14,d172,h,3,0.145
d172_15,d172,h,3,0.115
d172_16,d172,h,3,0.145
d172_17,d172,h,3,0.145
d172_2,d172,c,22,-0.115
d172_3,d172,c,26,0.315
d172_4,d172,c,26,0.115
d172_5,d172,c,22,-0.115
d172_6,d172,c,22,-0.115
d172_7,d172,n,34,-0.384
d172_8,d172,n,34,-0.384
d172_9,d172,c,21,-0.115
d173_1,d173,c,29,0.014
d173_10,d173,c,22,-0.116
d173_11,d173,c,22,-0.116
d173_12,d173,c,22,-0.116
d173_13,d173,c,29,0.014
d173_14,d173,c,22,-0.116
d173_15,d173,c,22,-0.116
d173_16,d173,h,3,0.144
d173_17,d173,h,3,0.144
d173_18,d173,h,3,0.144
d173_19,d173,h,3,0.144
d173_2,d173,c,22,-0.116
d173_20,d173,n,38,0.813
d173_21,d173,n,38,0.813
d173_22,d173,n,38,0.814
d173_23,d173,o,40,-0.386
d173_24,d173,o,40,-0.386
d173_25,d173,o,40,-0.386
d173_26,d173,o,40,-0.386
d173_27,d173,o,40,-0.386
d173_28,d173,o,40,-0.386
d173_3,d173,c,22,-0.116
d173_4,d173,c,22,-0.116
d173_5,d173,c,22,-0.116
d173_6,d173,c,22,-0.116
d173_7,d173,h,3,0.144
d173_8,d173,h,3,0.144
d173_9,d173,h,3,0.144
d174_1,d174,c,22,-0.118
d174_10,d174,c,22,-0.118
d174_11,d174,c,22,-0.118
d174_12,d174,c,22,-0.118
d174_13,d174,c,29,0.012
d174_14,d174,h,3,0.142
d174_15,d174,h,3,0.142
d174_16,d174,c,28,0.012
d174_17,d174,c,28,0.012
d174_18,d174,c,22,-0.118
d174_19,d174,c,22,-0.118
d174_2,d174,c,22,-0.118
d174_20,d174,c,22,-0.118
d174_21,d174,c,22,-0.118
d174_22,d174,h,3,0.142
d174_23,d174,h,3,0.142
d174_24,d174,h,3,0.142
d174_25,d174,n,38,0.812
d174_26,d174,n,38,0.812
d174_27,d174,o,40,-0.388
d174_28,d174,o,40,-0.388
d174_29,d174,o,40,-0.388
d174_3,d174,c,27,0.012
d174_30,d174,o,40,-0.388
d174_4,d174,c,27,-0.088
d174_5,d174,c,28,0.012
d174_6,d174,c,22,-0.118
d174_7,d174,h,3,0.142
d174_8,d174,h,3,0.142
d174_9,d174,h,3,0.142
d175_1,d175,c,22,-0.067
d175_10,d175,c,22,0.244
d175_11,d175,c,22,0.244
d175_12,d175,o,50,-0.167
d175_13,d175,c,22,-0.067
d175_14,d175,c,22,-0.067
d175_15,d175,c,22,-0.067
d175_16,d175,c,22,-0.067
d175_17,d175,n,38,0.864
d175_18,d175,o,40,-0.336
d175_19,d175,o,40,-0.336
d175_2,d175,c,22,-0.067
d175_20,d175,c,93,-0.137
d175_21,d175,c,93,-0.137
d175_22,d175,c,93,-0.137
d175_23,d175,c,93,-0.137
d175_24,d175,c,93,-0.137
d175_3,d175,c,22,0.244
d175_4,d175,c,22,0.244
d175_5,d175,c,22,-0.067
d175_6,d175,c,22,-0.067
d175_7,d175,h,3,0.194
d175_8,d175,h,3,0.193
d175_9,d175,o,50,-0.167
d176_1,d176,c,22,-0.122
d176_10,d176,c,10,0.108
d176_11,d176,c,16,-0.191
d176_12,d176,h,3,0.058
d176_13,d176,h,3,0.058
d176_14,d176,c,16,-0.191
d176_15,d176,h,3,0.108
d176_16,d176,h,3,0.108
d176_17,d176,n,38,0.809
d176_18,d176,o,40,-0.391
d176_19,d176,o,40,-0.391
d176_2,d176,c,22,-0.122
d176_3,d176,c,22,-0.122
d176_4,d176,c,22,0.108
d176_5,d176,c,22,-0.122
d176_6,d176,c,22,-0.122
d176_7,d176,h,3,0.139
d176_8,d176,h,3,0.139
d176_9,d176,h,3,0.139
d177_1,d177,c,22,-0.142
d177_10,d177,n,32,-0.412
d177_11,d177,c,22,0.188
d177_12,d177,c,22,0.188
d177_13,d177,n,32,-0.412
d177_14,d177,c,22,-0.142
d177_15,d177,c,22,-0.142
d177_16,d177,c,22,-0.142
d177_17,d177,c,22,-0.142
d177_18,d177,h,3,0.118
d177_19,d177,h,3,0.118
d177_2,d177,c,22,-0.142
d177_20,d177,h,3,0.118
d177_21,d177,h,1,0.288
d177_22,d177,h,1,0.288
d177_23,d177,n,38,0.787
d177_24,d177,n,38,0.787
d177_25,d177,o,40,-0.413
d177_26,d177,o,40,-0.413
d177_27,d177,o,40,-0.412
d177_28,d177,o,40,-0.412
d177_3,d177,c,22,0.188
d177_4,d177,c,22,0.188
d177_5,d177,c,22,-0.142
d177_6,d177,c,22,-0.142
d177_7,d177,h,3,0.118
d177_8,d177,h,3,0.118
d177_9,d177,h,3,0.118
d178_1,d178,c,22,-0.152
d178_10,d178,n,32,-0.423
d178_11,d178,n,32,-0.423
d178_12,d178,c,14,0.577
d178_13,d178,h,3,0.028
d178_14,d178,h,1,0.277
d178_15,d178,c,10,-0.022
d178_16,d178,h,3,0.028
d178_17,d178,h,3,0.028
d178_18,d178,h,3,0.028
d178_19,d178,n,38,0.777
d178_2,d178,c,22,-0.152
d178_20,d178,o,40,-0.423
d178_21,d178,o,40,-0.423
d178_3,d178,c,22,0.177
d178_4,d178,c,22,0.078
d178_5,d178,c,22,-0.152
d178_6,d178,c,22,-0.152
d178_7,d178,h,3,0.108
d178_8,d178,h,3,0.108
d178_9,d178,h,3,0.108
d179_1,d179,c,22,-0.126
d179_10,d179,h,3,0.133
d179_11,d179,c,16,-0.197
d179_12,d179,c,16,0.104
d179_13,d179,h,3,0.104
d179_14,d179,o,50,-0.227
d179_15,d179,h,3,0.104
d179_16,d179,c,22,0.183
d179_17,d179,c,22,-0.126
d179_18,d179,c,22,-0.126
d179_19,d179,c,22,-0.126
d179_2,d179,c,22,-0.126
d179_20,d179,c,22,-0.126
d179_21,d179,c,22,-0.126
d179_22,d179,h,3,0.133
d179_23,d179,h,3,0.133
d179_24,d179,h,3,0.134
d179_25,d179,h,3,0.134
d179_26,d179,n,38,0.803
d179_27,d179,o,40,-0.397
d179_28,d179,o,40,-0.397
d179_29,d179,n,38,0.803
d179_3,d179,c,22,-0.126
d179_30,d179,o,40,-0.397
d179_31,d179,o,40,-0.397
d179_4,d179,c,22,-0.126
d179_5,d179,c,22,0.104
d179_6,d179,c,22,-0.126
d179_7,d179,h,3,0.134
d179_8,d179,h,3,0.133
d179_9,d179,h,3,0.133
d17_1,d17,c,22,-0.132
d17_10,d17,n,38,0.799
d17_11,d17,o,40,-0.401
d17_12,d17,o,40,-0.401
d17_13,d17,n,32,-0.781
d17_14,d17,n,32,-0.781
d17_15,d17,h,1,0.328
d17_16,d17,h,1,0.328
d17_17,d17,h,1,0.328
d17_18,d17,h,1,0.329
d17_2,d17,c,22,-0.132
d17_3,d17,c,22,0.198
d17_4,d17,c,22,-0.132
d17_5,d17,c,22,0.198
d17_6,d17,c,22,-0.132
d17_7,d17,h,3,0.128
d17_8,d17,h,3,0.128
d17_9,d17,h,3,0.128
d180_1,d180,c,22,-0.113
d180_10,d180,c,22,-0.113
d180_11,d180,c,27,-0.083
d180_12,d180,c,27,0.017
d180_13,d180,c,22,-0.113
d180_14,d180,c,22,-0.113
d180_15,d180,c,27,-0.083
d180_16,d180,c,27,0.017
d180_17,d180,c,22,-0.113
d180_18,d180,c,22,-0.113
d180_19,d180,c,29,0.017
d180_2,d180,c,22,-0.113
d180_20,d180,c,22,-0.113
d180_21,d180,c,22,-0.113
d180_22,d180,c,22,-0.113
d180_23,d180,n,38,0.818
d180_24,d180,n,38,0.818
d180_25,d180,o,40,-0.382
d180_26,d180,o,40,-0.382
d180_27,d180,o,40,-0.382
d180_28,d180,o,40,-0.382
d180_29,d180,h,3,0.148
d180_3,d180,c,22,-0.113
d180_30,d180,h,3,0.148
d180_31,d180,h,3,0.148
d180_32,d180,h,3,0.147
d180_33,d180,h,3,0.147
d180_34,d180,h,3,0.148
d180_35,d180,h,3,0.148
d180_36,d180,h,3,0.148
d180_37,d180,h,3,0.148
d180_38,d180,h,3,0.148
d180_4,d180,c,29,0.017
d180_5,d180,c,27,-0.083
d180_6,d180,c,27,0.017
d180_7,d180,c,27,-0.083
d180_8,d180,c,27,0.017
d180_9,d180,c,22,-0.113
d181_1,d181,c,22,-0.132
d181_10,d181,n,32,-0.781
d181_11,d181,n,32,-0.781
d181_12,d181,n,38,0.799
d181_13,d181,o,40,-0.401
d181_14,d181,o,40,-0.401
d181_15,d181,h,1,0.328
d181_16,d181,h,1,0.328
d181_17,d181,h,1,0.328
d181_18,d181,h,1,0.329
d181_2,d181,c,22,0.198
d181_3,d181,c,22,-0.132
d181_4,d181,c,22,-0.132
d181_5,d181,c,22,0.198
d181_6,d181,c,22,-0.132
d181_7,d181,h,3,0.128
d181_8,d181,h,3,0.128
d181_9,d181,h,3,0.128
d182_1,d182,c,22,-0.114
d182_10,d182,n,35,-0.755
d182_11,d182,c,22,0.516
d182_12,d182,c,22,-0.114
d182_13,d182,c,22,-0.114
d182_14,d182,h,3,0.146
d182_15,d182,h,3,0.146
d182_16,d182,c,10,0.016
d182_17,d182,h,3,0.066
d182_18,d182,h,3,0.066
d182_19,d182,h,3,0.066
d182_2,d182,c,22,-0.114
d182_20,d182,n,38,0.815
d182_21,d182,o,40,-0.384
d182_22,d182,o,40,-0.384
d182_3,d182,c,27,-0.084
d182_4,d182,c,27,0.016
d182_5,d182,c,22,-0.114
d182_6,d182,c,22,-0.114
d182_7,d182,h,3,0.146
d182_8,d182,h,3,0.146
d182_9,d182,h,3,0.146
d183_1,d183,c,22,-0.115
d183_10,d183,c,22,-0.115
d183_11,d183,c,27,0.015
d183_12,d183,c,27,-0.085
d183_13,d183,h,3,0.146
d183_14,d183,h,3,0.146
d183_15,d183,c,27,0.015
d183_16,d183,c,22,-0.115
d183_17,d183,c,22,-0.115
d183_18,d183,h,3,0.145
d183_19,d183,h,3,0.145
d183_2,d183,c,22,-0.115
d183_20,d183,c,22,-0.115
d183_21,d183,c,22,-0.115
d183_22,d183,c,22,-0.115
d183_23,d183,h,3,0.146
d183_24,d183,h,3,0.145
d183_25,d183,n,38,0.816
d183_26,d183,n,38,0.816
d183_27,d183,o,40,-0.384
d183_28,d183,o,40,-0.384
d183_29,d183,o,40,-0.384
d183_3,d183,c,27,0.015
d183_30,d183,o,40,-0.384
d183_4,d183,c,27,-0.085
d183_5,d183,c,27,0.015
d183_6,d183,c,22,-0.115
d183_7,d183,h,3,0.145
d183_8,d183,h,3,0.146
d183_9,d183,c,22,-0.115
d184_1,d184,c,22,-0.118
d184_10,d184,c,22,-0.118
d184_11,d184,c,22,-0.118
d184_12,d184,c,22,-0.118
d184_13,d184,c,29,0.012
d184_14,d184,h,3,0.142
d184_15,d184,h,3,0.142
d184_16,d184,c,28,0.012
d184_17,d184,c,28,0.012
d184_18,d184,c,22,-0.118
d184_19,d184,c,22,-0.118
d184_2,d184,c,22,-0.118
d184_20,d184,c,22,-0.118
d184_21,d184,c,22,-0.118
d184_22,d184,h,3,0.142
d184_23,d184,h,3,0.142
d184_24,d184,h,3,0.142
d184_25,d184,n,38,0.812
d184_26,d184,n,38,0.812
d184_27,d184,o,40,-0.388
d184_28,d184,o,40,-0.388
d184_29,d184,o,40,-0.388
d184_3,d184,c,27,0.012
d184_30,d184,o,40,-0.388
d184_4,d184,c,27,-0.088
d184_5,d184,c,28,0.012
d184_6,d184,c,22,-0.118
d184_7,d184,h,3,0.142
d184_8,d184,h,3,0.142
d184_9,d184,h,3,0.142
d185_1,d185,c,22,-0.114
d185_10,d185,f,92,-0.284
d185_11,d185,n,38,0.817
d185_12,d185,n,38,0.817
d185_13,d185,o,40,-0.383
d185_14,d185,o,40,-0.384
d185_15,d185,o,40,-0.384
d185_16,d185,o,40,-0.383
d185_2,d185,c,22,-0.114
d185_3,d185,c,22,-0.114
d185_4,d185,c,22,-0.114
d185_5,d185,c,22,0.316
d185_6,d185,c,22,-0.114
d185_7,d185,h,3,0.146
d185_8,d185,h,3,0.146
d185_9,d185,h,3,0.146
d186_1,d186,c,22,-0.133
d186_10,d186,n,32,-0.403
d186_11,d186,c,10,-0.004
d186_12,d186,c,10,-0.104
d186_13,d186,h,3,0.046
d186_14,d186,h,3,0.046
d186_15,d186,h,3,0.046
d186_16,d186,h,3,0.046
d186_17,d186,h,1,0.296
d186_18,d186,n,38,0.798
d186_19,d186,o,40,-0.403
d186_2,d186,c,22,-0.133
d186_20,d186,o,40,-0.403
d186_3,d186,c,22,0.197
d186_4,d186,c,22,-0.004
d186_5,d186,c,22,-0.133
d186_6,d186,c,22,-0.133
d186_7,d186,h,3,0.126
d186_8,d186,h,3,0.126
d186_9,d186,h,3,0.126
d187_1,d187,c,194,0.004
d187_10,d187,c,22,-0.126
d187_11,d187,h,3,0.134
d187_12,d187,h,3,0.134
d187_13,d187,h,3,0.134
d187_14,d187,c,22,-0.126
d187_15,d187,c,22,-0.126
d187_16,d187,c,22,-0.126
d187_17,d187,c,22,-0.126
d187_18,d187,h,3,0.134
d187_19,d187,h,3,0.134
d187_2,d187,c,194,0.004
d187_20,d187,h,3,0.134
d187_21,d187,h,3,0.134
d187_22,d187,c,22,-0.126
d187_23,d187,c,22,-0.126
d187_24,d187,c,22,-0.126
d187_25,d187,c,22,-0.126
d187_26,d187,h,3,0.134
d187_27,d187,h,3,0.134
d187_28,d187,h,3,0.134
d187_29,d187,h,3,0.134
d187_3,d187,c,29,0.004
d187_30,d187,n,38,0.805
d187_31,d187,o,40,-0.395
d187_32,d187,o,40,-0.396
d187_4,d187,c,194,0.004
d187_5,d187,c,29,0.004
d187_6,d187,c,29,0.004
d187_7,d187,c,22,-0.126
d187_8,d187,c,22,-0.126
d187_9,d187,c,22,-0.126
d188_1,d188,c,22,-0.137
d188_10,d188,h,3,0.123
d188_11,d188,c,22,0.193
d188_12,d188,c,22,-0.137
d188_13,d188,c,22,-0.137
d188_14,d188,c,22,-0.137
d188_15,d188,c,22,-0.137
d188_16,d188,c,29,-0.007
d188_17,d188,h,3,0.123
d188_18,d188,h,3,0.123
d188_19,d188,h,3,0.123
d188_2,d188,c,22,-0.137
d188_20,d188,n,32,-0.408
d188_21,d188,h,1,0.293
d188_22,d188,n,38,0.792
d188_23,d188,o,40,-0.407
d188_24,d188,o,40,-0.407
d188_3,d188,c,22,0.193
d188_4,d188,c,29,-0.007
d188_5,d188,c,22,-0.137
d188_6,d188,c,22,-0.137
d188_7,d188,h,3,0.123
d188_8,d188,h,3,0.123
d188_9,d188,h,3,0.123
d18_1,d18,c,22,-0.133
d18_10,d18,c,22,-0.133
d18_11,d18,c,22,-0.133
d18_12,d18,c,29,-0.003
d18_13,d18,c,14,0.547
d18_14,d18,o,40,-0.552
d18_15,d18,n,38,0.798
d18_16,d18,o,40,-0.403
d18_17,d18,o,40,-0.403
d18_18,d18,h,3,0.127
d18_19,d18,h,3,0.127
d18_2,d18,c,22,-0.133
d18_20,d18,h,3,0.127
d18_21,d18,h,3,0.127
d18_22,d18,h,3,0.127
d18_23,d18,h,3,0.127
d18_24,d18,h,3,0.127
d18_3,d18,c,22,0.097
d18_4,d18,c,29,-0.003
d18_5,d18,c,22,-0.133
d18_6,d18,c,22,-0.133
d18_7,d18,c,22,0.097
d18_8,d18,c,22,-0.133
d18_9,d18,c,22,-0.133
d19_1,d19,c,22,-0.097
d19_10,d19,n,35,-0.738
d19_11,d19,c,22,0.282
d19_12,d19,c,22,-0.097
d19_13,d19,c,22,-0.097
d19_14,d19,h,3,0.163
d19_15,d19,h,3,0.163
d19_16,d19,h,3,0.163
d19_17,d19,n,38,0.832
d19_18,d19,o,40,-0.368
d19_19,d19,o,40,-0.368
d19_2,d19,c,22,-0.097
d19_3,d19,c,27,-0.067
d19_4,d19,c,27,0.033
d19_5,d19,c,22,-0.097
d19_6,d19,c,22,-0.097
d19_7,d19,h,3,0.162
d19_8,d19,h,3,0.162
d19_9,d19,h,3,0.163
d1_1,d1,c,22,-0.117
d1_10,d1,h,3,0.142
d1_11,d1,c,27,-0.087
d1_12,d1,c,27,0.013
d1_13,d1,c,22,-0.117
d1_14,d1,c,22,-0.117
d1_15,d1,h,3,0.143
d1_16,d1,h,3,0.143
d1_17,d1,c,22,-0.117
d1_18,d1,c,22,-0.117
d1_19,d1,c,22,-0.117
d1_2,d1,c,22,-0.117
d1_20,d1,c,22,-0.117
d1_21,d1,h,3,0.142
d1_22,d1,h,3,0.143
d1_23,d1,h,3,0.142
d1_24,d1,n,38,0.812
d1_25,d1,o,40,-0.388
d1_26,d1,o,40,-0.388
d1_3,d1,c,22,-0.117
d1_4,d1,c,195,-0.087
d1_5,d1,c,195,0.013
d1_6,d1,c,22,-0.117
d1_7,d1,h,3,0.142
d1_8,d1,h,3,0.143
d1_9,d1,h,3,0.142
d20_1,d20,c,22,-0.111
d20_10,d20,c,22,-0.111
d20_11,d20,c,22,-0.111
d20_12,d20,c,29,0.019
d20_13,d20,c,10,0.019
d20_14,d20,n,38,0.818
