atom1_id,atom2_id,btype
d178_5,d178_6,7
d178_5,d178_8,1
d178_6,d178_1,7
d178_6,d178_9,1
d179_1,d179_2,7
d179_1,d179_7,1
d179_11,d179_12,2
d179_11,d179_13,1
d179_12,d179_14,1
d179_12,d179_15,1
d179_14,d179_16,1
d179_16,d179_17,7
d179_17,d179_18,7
d179_17,d179_22,1
d179_18,d179_19,7
d179_18,d179_23,1
d179_19,d179_20,7
d179_19,d179_29,1
d179_2,d179_26,1
d179_2,d179_3,7
d179_20,d179_21,7
d179_20,d179_24,1
d179_21,d179_16,7
d179_21,d179_25,1
d179_26,d179_27,2
d179_26,d179_28,2
d179_29,d179_30,2
d179_29,d179_31,2
d179_3,d179_4,7
d179_3,d179_8,1
d179_4,d179_5,7
d179_4,d179_9,1
d179_5,d179_11,1
d179_5,d179_6,7
d179_6,d179_1,7
d179_6,d179_10,1
d17_1,d17_2,7
d17_1,d17_7,1
d17_10,d17_12,2
d17_11,d17_10,2
d17_13,d17_15,1
d17_13,d17_16,1
d17_13,d17_5,1
d17_14,d17_17,1
d17_14,d17_18,1
d17_2,d17_3,7
d17_2,d17_8,1
d17_3,d17_14,1
d17_3,d17_4,7
d17_4,d17_10,1
d17_4,d17_5,7
d17_5,d17_6,7
d17_6,d17_1,7
d17_6,d17_9,1
d180_1,d180_2,7
d180_1,d180_29,1
d180_10,d180_32,1
d180_10,d180_6,7
d180_11,d180_12,7
d180_11,d180_15,7
d180_12,d180_13,7
d180_13,d180_14,7
d180_13,d180_33,1
d180_14,d180_34,1
d180_14,d180_8,7
d180_15,d180_16,7
d180_15,d180_19,7
d180_16,d180_17,7
d180_17,d180_18,7
d180_17,d180_35,1
d180_18,d180_12,7
d180_18,d180_36,1
d180_19,d180_20,7
d180_2,d180_3,7
d180_2,d180_30,1
d180_20,d180_21,7
d180_20,d180_37,1
d180_21,d180_22,7
d180_21,d180_38,1
d180_22,d180_16,7
d180_22,d180_23,1
d180_23,d180_25,2
d180_23,d180_26,2
d180_24,d180_27,2
d180_24,d180_28,2
d180_3,d180_24,1
d180_3,d180_4,7
d180_4,d180_19,1
d180_4,d180_5,7
d180_5,d180_6,7
d180_5,d180_7,7
d180_6,d180_1,7
d180_7,d180_11,7
d180_7,d180_8,7
d180_8,d180_9,7
d180_9,d180_10,7
d180_9,d180_31,1
d181_1,d181_2,7
d181_1,d181_7,1
d181_10,d181_15,1
d181_10,d181_16,1
d181_11,d181_17,1
d181_11,d181_18,1
d181_12,d181_13,2
d181_12,d181_14,2
d181_2,d181_11,1
d181_2,d181_3,7
d181_3,d181_4,7
d181_3,d181_8,1
d181_4,d181_12,1
d181_4,d181_5,7
d181_5,d181_10,1
d181_5,d181_6,7
d181_6,d181_1,7
d181_6,d181_9,1
d182_1,d182_2,7
d182_1,d182_7,1
d182_10,d182_11,7
d182_11,d182_12,7
d182_11,d182_16,1
d182_12,d182_13,7
d182_12,d182_14,1
d182_13,d182_15,1
d182_13,d182_4,7
d182_16,d182_17,1
d182_16,d182_18,1
d182_16,d182_19,1
d182_2,d182_20,1
d182_2,d182_3,7
d182_20,d182_21,2
d182_20,d182_22,2
d182_3,d182_10,7
d182_3,d182_4,7
d182_4,d182_5,7
d182_5,d182_6,7
d182_5,d182_8,1
d182_6,d182_1,7
d182_6,d182_9,1
d183_1,d183_2,7
d183_1,d183_7,1
d183_10,d183_11,7
d183_10,d183_14,1
d183_11,d183_12,7
d183_11,d183_20,7
d183_12,d183_15,7
d183_12,d183_4,7
d183_15,d183_16,7
d183_16,d183_17,7
d183_16,d183_18,1
d183_17,d183_19,1
d183_17,d183_5,7
d183_2,d183_3,7
d183_2,d183_8,1
d183_20,d183_21,7
d183_20,d183_23,1
d183_21,d183_22,7
d183_21,d183_24,1
d183_22,d183_15,7
d183_22,d183_25,1
d183_25,d183_29,2
d183_25,d183_30,2
d183_26,d183_27,2
d183_26,d183_28,2
d183_3,d183_4,7
d183_3,d183_9,7
d183_4,d183_5,7
d183_5,d183_6,7
d183_6,d183_1,7
d183_6,d183_26,1
d183_9,d183_10,7
d183_9,d183_13,1
d184_1,d184_2,7
d184_1,d184_7,1
d184_10,d184_11,7
d184_10,d184_25,1
d184_11,d184_12,7
d184_11,d184_14,1
d184_12,d184_13,7
d184_12,d184_15,1
d184_13,d184_4,7
d184_16,d184_17,7
d184_16,d184_5,1
d184_17,d184_13,1
d184_17,d184_18,7
d184_18,d184_19,7
d184_18,d184_22,1
d184_19,d184_20,7
d184_19,d184_23,1
d184_2,d184_3,7
d184_2,d184_8,1
d184_20,d184_21,7
d184_20,d184_24,1
d184_21,d184_16,7
d184_21,d184_26,1
d184_25,d184_29,2
d184_25,d184_30,2
d184_26,d184_27,2
d184_26,d184_28,2
d184_3,d184_10,7
d184_3,d184_4,7
d184_4,d184_5,7
d184_5,d184_6,7
d184_6,d184_1,7
d184_6,d184_9,1
d185_1,d185_2,7
d185_1,d185_7,1
d185_11,d185_15,2
d185_11,d185_16,2
d185_12,d185_13,2
d185_12,d185_14,2
d185_2,d185_12,1
d185_2,d185_3,7
d185_3,d185_11,1
d185_3,d185_4,7
d185_4,d185_5,7
d185_4,d185_8,1
d185_5,d185_10,1
d185_5,d185_6,7
d185_6,d185_1,7
d185_6,d185_9,1
d186_1,d186_2,7
d186_1,d186_7,1
d186_10,d186_11,1
d186_10,d186_17,1
d186_11,d186_15,1
d186_11,d186_16,1
d186_12,d186_11,1
d186_12,d186_13,1
d186_12,d186_14,1
d186_18,d186_19,2
d186_18,d186_20,2
d186_2,d186_3,7
d186_2,d186_8,1
d186_3,d186_10,1
d186_3,d186_4,7
d186_4,d186_12,1
d186_4,d186_5,7
d186_5,d186_6,7
d186_5,d186_9,1
d186_6,d186_1,7
d186_6,d186_18,1
d187_1,d187_2,1
d187_10,d187_13,1
d187_10,d187_5,7
d187_14,d187_15,7
d187_14,d187_18,1
d187_15,d187_16,7
d187_15,d187_19,1
d187_16,d187_17,7
d187_16,d187_20,1
d187_17,d187_21,1
d187_17,d187_3,7
d187_2,d187_14,7
d187_2,d187_3,7
d187_22,d187_23,7
d187_22,d187_26,1
d187_23,d187_24,7
d187_23,d187_27,1
d187_24,d187_25,7
d187_24,d187_28,1
d187_25,d187_1,7
d187_25,d187_29,1
d187_3,d187_4,1
d187_30,d187_31,2
d187_30,d187_32,2
d187_4,d187_5,7
d187_4,d187_7,7
d187_5,d187_6,1
d187_6,d187_1,7
d187_6,d187_22,7
d187_7,d187_11,1
d187_7,d187_8,7
d187_8,d187_12,1
d187_8,d187_9,7
d187_9,d187_10,7
d187_9,d187_30,1
d188_1,d188_2,7
d188_1,d188_7,1
d188_11,d188_12,7
d188_12,d188_13,7
d188_12,d188_17,1
d188_13,d188_14,7
d188_13,d188_18,1
d188_14,d188_15,7
d188_14,d188_22,1
d188_15,d188_16,7
d188_15,d188_19,1
d188_16,d188_11,7
d188_2,d188_3,7
d188_2,d188_8,1
d188_20,d188_11,1
d188_20,d188_21,1
d188_22,d188_23,2
d188_22,d188_24,2
d188_3,d188_20,1
d188_3,d188_4,7
d188_4,d188_16,1
d188_4,d188_5,7
d188_5,d188_6,7
d188_5,d188_9,1
d188_6,d188_1,7
d188_6,d188_10,1
d18_1,d18_18,1
d18_1,d18_2,7
d18_10,d18_11,7
d18_10,d18_15,1
d18_11,d18_12,7
d18_11,d18_24,1
d18_12,d18_7,7
d18_13,d18_14,2
d18_13,d18_7,1
d18_15,d18_17,2
d18_16,d18_15,2
d18_2,d18_19,1
d18_2,d18_3,7
d18_3,d18_13,1
d18_3,d18_4,7
d18_4,d18_12,1
d18_4,d18_5,7
d18_5,d18_20,1
d18_5,d18_6,7
d18_6,d18_1,7
d18_6,d18_21,1
d18_7,d18_8,7
d18_8,d18_22,1
d18_8,d18_9,7
d18_9,d18_10,7
d18_9,d18_23,1
d19_1,d19_2,7
d19_1,d19_7,1
d19_10,d19_11,7
d19_11,d19_12,7
d19_11,d19_14,1
d19_12,d19_13,7
d19_12,d19_15,1
d19_13,d19_16,1
d19_13,d19_4,7
d19_17,d19_6,1
d19_18,d19_17,2
d19_19,d19_17,2
d19_2,d19_3,7
d19_2,d19_8,1
d19_3,d19_10,7
d19_3,d19_4,7
d19_4,d19_5,7
d19_5,d19_6,7
d19_5,d19_9,1
d19_6,d19_1,7
d1_1,d1_2,7
d1_1,d1_7,1
d1_11,d1_12,7
d1_11,d1_17,7
d1_12,d1_13,7
d1_13,d1_14,7
d1_13,d1_15,1
d1_14,d1_16,1
d1_14,d1_5,7
d1_17,d1_18,7
d1_17,d1_21,1
d1_18,d1_19,7
d1_18,d1_22,1
d1_19,d1_20,7
d1_2,d1_3,7
d1_2,d1_8,1
d1_20,d1_12,7
d1_20,d1_23,1
d1_24,d1_19,1
d1_24,d1_25,2
d1_24,d1_26,2
d1_3,d1_4,7
d1_3,d1_9,1
d1_4,d1_11,7
d1_4,d1_5,7
d1_5,d1_6,7
d1_6,d1_1,7
d1_6,d1_10,1
d20_1,d20_14,1
d20_1,d20_2,7
d20_10,d20_11,7
d20_10,d20_21,1
d20_11,d20_12,7
d20_11,d20_22,1
d20_12,d20_7,7
d20_13,d20_23,1
d20_13,d20_24,1
d20_13,d20_7,1
d20_14,d20_15,2
d20_14,d20_16,2
d20_2,d20_17,1
d20_2,d20_3,7
d20_25,d20_26,3
d20_3,d20_13,1
d20_3,d20_4,7
d20_4,d20_12,1
d20_4,d20_5,7
d20_5,d20_18,1
d20_5,d20_6,7
d20_6,d20_1,7
d20_6,d20_19,1
d20_7,d20_8,7
d20_8,d20_20,1
d20_8,d20_9,7
d20_9,d20_10,7
d20_9,d20_25,1
d21_1,d21_2,7
d21_1,d21_7,1
d21_11,d21_12,7
d21_12,d21_13,7
d21_12,d21_17,1
d21_13,d21_14,7
d21_13,d21_18,1
d21_14,d21_15,7
d21_15,d21_16,7
d21_15,d21_19,1
d21_16,d21_11,7
d21_16,d21_20,1
d21_2,d21_3,7
d21_2,d21_8,1
d21_21,d21_14,1
d21_22,d21_26,2
d21_22,d21_6,1
d21_23,d21_21,2
d21_24,d21_21,2
d21_25,d21_22,2
d21_3,d21_4,7
d21_3,d21_9,1
d21_4,d21_11,1
d21_4,d21_5,7
d21_5,d21_10,1
d21_5,d21_6,7
d21_6,d21_1,7
d22_1,d22_15,1
d22_1,d22_2,7
d22_10,d22_11,7
d22_10,d22_22,1
d22_11,d22_12,7
d22_11,d22_23,1
d22_12,d22_7,7
d22_13,d22_24,1
d22_13,d22_25,1
d22_13,d22_7,1
d22_15,d22_16,2
d22_15,d22_17,2
d22_2,d22_18,1
d22_2,d22_3,7
d22_3,d22_13,1
d22_3,d22_4,7
d22_4,d22_12,1
d22_4,d22_5,7
d22_5,d22_19,1
d22_5,d22_6,7
d22_6,d22_1,7
d22_6,d22_20,1
d22_7,d22_8,7
d22_8,d22_21,1
d22_8,d22_9,7
d22_9,d22_10,7
d22_9,d22_14,1
d23_1,d23_2,7
d23_1,d23_21,1
d23_10,d23_26,1
d23_10,d23_5,7
d23_11,d23_12,7
d23_11,d23_27,1
d23_12,d23_13,7
d23_12,d23_15,7
d23_13,d23_14,7
d23_14,d23_8,7
d23_15,d23_16,7
d23_15,d23_28,1
d23_16,d23_17,7
d23_16,d23_29,1
d23_17,d23_18,7
d23_17,d23_30,1
d23_18,d23_13,7
d23_19,d23_14,7
d23_19,d23_20,7
d23_19,d23_31,1
d23_2,d23_22,1
d23_2,d23_3,7
d23_20,d23_18,7
d23_3,d23_23,1
d23_3,d23_4,7
d23_32,d23_20,1
d23_32,d23_34,2
d23_33,d23_32,2
d23_4,d23_5,7
d23_4,d23_7,7
d23_5,d23_6,7
d23_6,d23_1,7
d23_6,d23_24,1
d23_7,d23_11,7
d23_7,d23_8,7
d23_8,d23_9,7
d23_9,d23_10,7
d23_9,d23_25,1
d24_1,d24_2,7
d24_1,d24_7,1
d24_10,d24_11,7
d24_10,d24_14,1
d24_11,d24_12,7
d24_11,d24_15,7
d24_12,d24_4,7
d24_15,d24_16,7
d24_15,d24_19,1
d24_16,d24_17,7
d24_16,d24_20,1
d24_17,d24_18,7
d24_17,d24_21,7
d24_18,d24_12,7
d24_2,d24_3,7
d24_2,d24_8,1
d24_21,d24_22,7
d24_21,d24_25,1
d24_22,d24_23,7
d24_23,d24_24,7
d24_23,d24_26,7
d24_24,d24_18,7
d24_26,d24_27,7
d24_26,d24_30,1
d24_27,d24_28,7
d24_27,d24_31,1
d24_28,d24_29,7
d24_28,d24_32,7
d24_29,d24_24,7
d24_3,d24_4,7
d24_3,d24_9,7
d24_32,d24_33,7
d24_32,d24_34,1
d24_33,d24_35,1
d24_33,d24_6,7
d24_36,d24_22,1
d24_36,d24_37,2
d24_36,d24_38,2
d24_4,d24_5,7
d24_5,d24_29,7
d24_5,d24_6,7
d24_6,d24_1,7
d24_9,d24_10,7
d24_9,d24_13,1
d25_1,d25_15,1
d25_1,d25_2,7
d25_10,d25_11,7
d25_10,d25_22,1
d25_11,d25_12,7
d25_11,d25_23,1
d25_12,d25_7,7
d25_13,d25_25,1
d25_13,d25_26,1
d25_13,d25_7,1
d25_14,d25_24,1
d25_15,d25_16,2
d25_15,d25_17,2
d25_2,d25_18,1
d25_2,d25_3,7
d25_3,d25_13,1
d25_3,d25_4,7
d25_4,d25_12,1
d25_4,d25_5,7
d25_5,d25_19,1
d25_5,d25_6,7
d25_6,d25_1,7
d25_6,d25_20,1
d25_7,d25_8,7
d25_8,d25_21,1
d25_8,d25_9,7
d25_9,d25_10,7
d25_9,d25_14,1
d26_1,d26_2,7
d26_1,d26_7,1
d26_10,d26_5,1
d26_11,d26_14,2
d26_12,d26_16,2
d26_13,d26_11,2
d26_15,d26_12,2
d26_2,d26_12,1
d26_2,d26_3,7
d26_3,d26_4,7
d26_3,d26_8,1
d26_4,d26_11,1
d26_4,d26_5,7
d26_5,d26_6,7
d26_6,d26_1,7
d26_6,d26_9,1
d27_1,d27_2,7
d27_1,d27_7,1
d27_11,d27_12,7
d27_11,d27_15,1
d27_12,d27_13,7
d27_12,d27_16,7
d27_13,d27_14,7
d27_14,d27_4,7
d27_16,d27_17,7
d27_16,d27_20,1
d27_17,d27_18,7
d27_17,d27_21,1
d27_18,d27_19,7
d27_18,d27_27,7
d27_19,d27_13,7
d27_19,d27_22,7
d27_2,d27_3,7
d27_2,d27_8,1
d27_22,d27_23,7
d27_23,d27_24,7
d27_23,d27_25,1
d27_24,d27_14,7
d27_24,d27_26,1
d27_27,d27_28,7
d27_27,d27_30,1
d27_28,d27_29,7
d27_28,d27_31,1
d27_29,d27_22,7
d27_3,d27_11,7
d27_3,d27_4,7
d27_32,d27_29,1
d27_32,d27_33,2
d27_32,d27_34,2
d27_4,d27_5,7
d27_5,d27_6,7
d27_5,d27_9,1
d27_6,d27_1,7
d27_6,d27_10,1
d28_1,d28_14,1
d28_1,d28_2,7
d28_10,d28_11,7
d28_10,d28_22,1
d28_11,d28_12,7
d28_11,d28_23,1
d28_12,d28_7,7
d28_13,d28_24,1
d28_13,d28_25,1
d28_13,d28_7,1
d28_14,d28_15,2
d28_14,d28_16,2
d28_2,d28_18,1
d28_2,d28_3,7
d28_3,d28_13,1
d28_3,d28_4,7
d28_4,d28_12,1
d28_4,d28_5,7
d28_5,d28_19,1
d28_5,d28_6,7
d28_6,d28_1,7
d28_6,d28_20,1
d28_7,d28_8,7
d28_8,d28_21,1
d28_8,d28_9,7
d28_9,d28_10,7
d28_9,d28_17,1
d29_1,d29_14,1
d29_1,d29_2,7
d29_10,d29_11,7
d29_10,d29_28,1
d29_11,d29_12,7
d29_12,d29_7,7
d29_13,d29_23,1
d29_13,d29_29,1
d29_13,d29_7,1
d29_14,d29_15,2
d29_14,d29_16,2
d29_18,d29_17,2
d29_19,d29_17,2
d29_2,d29_24,1
d29_2,d29_3,7
d29_20,d29_11,1
d29_21,d29_20,2
d29_22,d29_20,2
d29_3,d29_13,1
d29_3,d29_4,7
d29_4,d29_12,1
d29_4,d29_5,7
d29_5,d29_25,1
d29_5,d29_6,7
d29_6,d29_1,7
d29_6,d29_26,1
d29_7,d29_8,7
d29_8,d29_27,1
d29_8,d29_9,7
d29_9,d29_10,7
d29_9,d29_17,1
d2_1,d2_2,7
d2_1,d2_7,1
d2_10,d2_11,7
d2_11,d2_12,7
d2_11,d2_14,1
d2_12,d2_13,7
d2_12,d2_15,1
d2_13,d2_16,1
d2_13,d2_4,7
d2_17,d2_18,2
d2_17,d2_19,2
d2_17,d2_2,1
d2_2,d2_3,7
d2_3,d2_10,7
d2_3,d2_4,7
d2_4,d2_5,7
d2_5,d2_6,7
d2_5,d2_8,1
d2_6,d2_1,7
d2_6,d2_9,1
d30_1,d30_2,7
d30_1,d30_21,1
d30_10,d30_4,7
d30_11,d30_12,7
d30_11,d30_25,1
d30_12,d30_13,7
d30_12,d30_15,7
d30_13,d30_14,7
d30_14,d30_26,1
d30_14,d30_8,7
d30_15,d30_16,7
d30_15,d30_27,1
d30_16,d30_17,7
d30_16,d30_28,1
d30_17,d30_18,7
d30_17,d30_29,1
d30_18,d30_13,7
d30_18,d30_30,1
d30_19,d30_20,7
d30_19,d30_5,7
d30_2,d30_22,1
d30_2,d30_3,7
d30_20,d30_10,7
d30_20,d30_31,1
d30_3,d30_4,7
d30_3,d30_7,7
d30_32,d30_19,1
d30_33,d30_32,2
d30_34,d30_32,2
d30_4,d30_5,7
d30_5,d30_6,7
d30_6,d30_1,7
d30_6,d30_23,1
d30_7,d30_11,7
d30_7,d30_8,7
d30_8,d30_9,7
d30_9,d30_10,7
d30_9,d30_24,1
d31_1,d31_2,7
d31_1,d31_7,1
d31_10,d31_11,7
d31_10,d31_14,1
d31_11,d31_12,7
d31_11,d31_25,1
d31_12,d31_13,7
d31_12,d31_24,1
d31_13,d31_4,7
d31_15,d31_16,7
d31_15,d31_5,1
d31_16,d31_13,1
d31_16,d31_17,7
d31_17,d31_18,7
d31_17,d31_30,1
d31_18,d31_19,7
d31_18,d31_21,1
d31_19,d31_20,7
d31_19,d31_22,1
d31_2,d31_3,7
d31_2,d31_8,1
d31_20,d31_15,7
d31_20,d31_23,1
d31_24,d31_27,2
d31_25,d31_28,2
d31_25,d31_29,2
d31_26,d31_24,2
d31_3,d31_10,7
d31_3,d31_4,7
d31_4,d31_5,7
d31_5,d31_6,7
d31_6,d31_1,7
d31_6,d31_9,1
d32_1,d32_2,7
d32_1,d32_22,1
d32_10,d32_11,7
d32_10,d32_4,1
d32_11,d32_12,7
d32_11,d32_16,1
d32_12,d32_13,7
d32_12,d32_17,1
d32_13,d32_14,7
d32_13,d32_20,1
d32_14,d32_15,7
d32_14,d32_18,1
d32_15,d32_10,7
d32_19,d32_15,1
d32_19,d32_24,2
d32_2,d32_3,7
d32_2,d32_7,1
d32_20,d32_26,2
d32_21,d32_30,2
d32_22,d32_28,2
d32_23,d32_19,2
d32_25,d32_20,2
d32_27,d32_22,2
d32_29,d32_21,2
d32_3,d32_4,7
d32_3,d32_8,1
d32_4,d32_5,7
d32_5,d32_6,7
d32_5,d32_9,1
d32_6,d32_1,7
d32_6,d32_21,1
d33_1,d33_2,7
d33_1,d33_22,1
d33_10,d33_11,7
d33_11,d33_12,7
d33_11,d33_16,1
d33_12,d33_13,7
d33_12,d33_25,1
d33_13,d33_14,7
d33_13,d33_17,1
d33_14,d33_15,7
d33_14,d33_18,1
d33_15,d33_10,7
d33_19,d33_10,1
d33_19,d33_20,1
d33_19,d33_21,1
d33_2,d33_3,7
d33_2,d33_7,1
d33_22,d33_24,2
d33_23,d33_22,2
d33_25,d33_26,1
d33_25,d33_31,1
d33_26,d33_27,1
d33_26,d33_32,2
d33_27,d33_28,1
d33_27,d33_29,1
d33_27,d33_30,1
d33_3,d33_19,1
d33_3,d33_4,7
d33_4,d33_15,1
d33_4,d33_5,7
d33_5,d33_6,7
d33_5,d33_8,1
d33_6,d33_1,7
d33_6,d33_9,1
d34_1,d34_2,7
d34_1,d34_7,1
d34_11,d34_12,7
d34_11,d34_15,1
d34_12,d34_13,7
d34_12,d34_16,1
d34_13,d34_14,7
d34_14,d34_17,1
d34_14,d34_4,7
d34_18,d34_13,1
d34_18,d34_20,2
d34_19,d34_18,2
d34_2,d34_3,7
d34_2,d34_8,1
d34_3,d34_11,7
d34_3,d34_4,7
d34_4,d34_5,7
d34_5,d34_6,7
d34_5,d34_9,1
d34_6,d34_1,7
d34_6,d34_10,1
d35_1,d35_2,7
d35_1,d35_22,1
d35_10,d35_11,7
d35_11,d35_12,7
d35_11,d35_16,1
d35_12,d35_13,7
d35_12,d35_23,1
d35_13,d35_14,7
d35_13,d35_17,1
d35_14,d35_15,7
d35_14,d35_18,1
d35_15,d35_10,7
d35_19,d35_10,1
d35_19,d35_20,1
d35_19,d35_21,1
d35_2,d35_3,7
d35_2,d35_7,1
d35_22,d35_25,2
d35_23,d35_26,1
d35_23,d35_27,1
d35_24,d35_22,2
d35_3,d35_19,1
d35_3,d35_4,7
d35_4,d35_15,1
d35_4,d35_5,7
d35_5,d35_6,7
d35_5,d35_8,1
d35_6,d35_1,7
d35_6,d35_9,1
d36_1,d36_2,7
d36_1,d36_7,1
d36_11,d36_12,7
d36_11,d36_15,1
d36_12,d36_13,7
d36_12,d36_17,1
d36_13,d36_14,7
d36_13,d36_21,1
d36_14,d36_16,1
d36_14,d36_4,7
d36_17,d36_18,1
d36_17,d36_19,1
d36_17,d36_20,1
d36_2,d36_3,7
d36_2,d36_8,1
d36_21,d36_23,2
d36_22,d36_21,2
d36_3,d36_11,7
d36_3,d36_4,7
d36_4,d36_5,7
d36_5,d36_6,7
d36_5,d36_9,1
d36_6,d36_1,7
d36_6,d36_10,1
d37_1,d37_2,7
d37_1,d37_28,1
d37_11,d37_12,1
d37_11,d37_13,1
d37_11,d37_14,1
d37_12,d37_15,1
d37_12,d37_16,1
d37_12,d37_17,1
d37_15,d37_18,7
d37_18,d37_19,7
d37_18,d37_23,1
d37_19,d37_20,7
d37_19,d37_24,1
d37_2,d37_3,7
d37_2,d37_7,1
d37_20,d37_21,7
d37_20,d37_25,1
d37_21,d37_22,7
d37_21,d37_26,1
d37_22,d37_15,7
d37_22,d37_27,1
d37_28,d37_30,2
d37_29,d37_28,2
d37_3,d37_4,7
d37_3,d37_8,1
d37_4,d37_11,1
d37_4,d37_5,7
d37_5,d37_6,7
d37_5,d37_9,1
d37_6,d37_1,7
d37_6,d37_10,1
d38_1,d38_2,7
d38_1,d38_7,1
d38_12,d38_13,7
d38_12,d38_4,1
d38_13,d38_14,7
d38_13,d38_18,1
d38_14,d38_15,7
d38_14,d38_19,1
d38_15,d38_16,7
d38_16,d38_17,7
d38_16,d38_20,1
d38_17,d38_12,7
d38_17,d38_21,1
d38_2,d38_3,7
d38_2,d38_8,1
d38_22,d38_15,1
d38_22,d38_24,2
d38_23,d38_22,2
d38_3,d38_4,7
d38_3,d38_9,1
d38_4,d38_5,7
d38_5,d38_10,1
d38_5,d38_6,7
d38_6,d38_1,7
d38_6,d38_11,1
d39_1,d39_2,7
d39_1,d39_7,1
d39_10,d39_11,7
d39_10,d39_13,1
d39_11,d39_12,7
d39_11,d39_14,1
d39_12,d39_15,1
d39_12,d39_4,7
d39_16,d39_17,2
d39_16,d39_18,2
d39_19,d39_20,1
d39_2,d39_16,1
d39_2,d39_3,7
d39_20,d39_21,1
d39_20,d39_22,1
d39_20,d39_23,1
d39_3,d39_4,7
d39_3,d39_9,7
d39_4,d39_5,7
d39_5,d39_6,7
d39_5,d39_8,1
d39_6,d39_1,7
d39_6,d39_19,1
d39_9,d39_10,7
d3_1,d3_2,7
d3_1,d3_7,1
d3_10,d3_11,7
d3_11,d3_12,7
d3_11,d3_14,1
d3_12,d3_13,7
d3_12,d3_15,1
d3_13,d3_16,1
d3_13,d3_4,7
d3_17,d3_18,2
d3_17,d3_19,2
d3_17,d3_5,1
d3_2,d3_3,7
d3_2,d3_8,1
d3_3,d3_10,7
d3_3,d3_4,7
d3_4,d3_5,7
d3_5,d3_6,7
d3_6,d3_1,7
d3_6,d3_9,1
d40_1,d40_2,7
d40_1,d40_7,1
d40_11,d40_12,7
d40_11,d40_15,1
d40_12,d40_13,7
d40_12,d40_16,1
d40_13,d40_14,7
d40_13,d40_17,1
d40_14,d40_4,7
d40_18,d40_14,1
d40_18,d40_20,2
d40_19,d40_18,2
d40_2,d40_3,7
d40_2,d40_8,1
d40_3,d40_11,7
d40_3,d40_4,7
d40_4,d40_5,7
d40_5,d40_6,7
d40_5,d40_9,1
d40_6,d40_1,7
d40_6,d40_10,1
d41_1,d41_2,7
d41_1,d41_23,1
d41_10,d41_11,7
d41_10,d41_19,1
d41_11,d41_12,7
d41_11,d41_16,1
d41_12,d41_13,7
d41_12,d41_22,1
d41_13,d41_14,7
d41_13,d41_17,1
d41_14,d41_15,7
d41_14,d41_18,1
d41_15,d41_10,7
d41_19,d41_20,1
d41_19,d41_21,1
d41_2,d41_3,7
d41_2,d41_7,1
d41_23,d41_25,2
d41_24,d41_23,2
d41_3,d41_19,1
d41_3,d41_4,7
d41_4,d41_15,1
d41_4,d41_5,7
d41_5,d41_6,7
d41_5,d41_8,1
d41_6,d41_1,7
d41_6,d41_9,1
d42_1,d42_14,1
d42_1,d42_2,7
d42_10,d42_18,1
d42_10,d42_19,1
d42_10,d42_20,1
d42_11,d42_13,2
d42_12,d42_11,2
d42_2,d42_15,1
d42_2,d42_3,7
d42_3,d42_4,7
d42_3,d42_7,7
d42_4,d42_5,7
d42_4,d42_9,7
d42_5,d42_16,1
d42_5,d42_6,7
d42_6,d42_1,7
d42_6,d42_11,1
d42_7,d42_21,1
d42_7,d42_8,7
d42_8,d42_10,1
d42_9,d42_17,1
d42_9,d42_8,7
d43_1,d43_2,7
d43_1,d43_7,1
d43_10,d43_11,7
d43_10,d43_14,1
d43_11,d43_12,7
d43_11,d43_25,1
d43_12,d43_13,7
d43_12,d43_15,1
d43_13,d43_4,7
d43_16,d43_17,7
d43_16,d43_5,1
d43_17,d43_13,1
d43_17,d43_18,7
d43_18,d43_19,7
d43_18,d43_28,1
d43_19,d43_20,7
d43_19,d43_22,1
d43_2,d43_3,7
d43_2,d43_8,1
d43_20,d43_21,7
d43_20,d43_23,1
d43_21,d43_16,7
d43_21,d43_24,1
d43_25,d43_27,2
d43_26,d43_25,2
d43_3,d43_10,7
d43_3,d43_4,7
d43_4,d43_5,7
d43_5,d43_6,7
d43_6,d43_1,7
d43_6,d43_9,1
d44_1,d44_18,1
d44_1,d44_2,7
d44_10,d44_27,1
d44_10,d44_28,1
d44_10,d44_5,1
d44_11,d44_12,7
d44_11,d44_22,1
d44_12,d44_13,7
d44_12,d44_23,1
d44_13,d44_14,7
d44_13,d44_15,1
d44_14,d44_24,1
d44_14,d44_8,7
d44_15,d44_17,2
d44_16,d44_15,2
d44_2,d44_19,1
d44_2,d44_3,7
d44_3,d44_20,1
d44_3,d44_4,7
d44_4,d44_5,7
d44_4,d44_7,1
d44_5,d44_6,7
d44_6,d44_1,7
d44_6,d44_21,1
d44_7,d44_11,7
d44_7,d44_8,7
d44_8,d44_9,1
d44_9,d44_10,1
d44_9,d44_25,1
d44_9,d44_26,1
d45_1,d45_2,7
d45_1,d45_7,1
d45_11,d45_14,2
d45_11,d45_5,1
d45_12,d45_15,2
d45_12,d45_16,2
d45_13,d45_11,2
d45_2,d45_12,1
d45_2,d45_3,7
d45_3,d45_4,7
d45_3,d45_8,1
d45_4,d45_5,7
d45_4,d45_9,1
d45_5,d45_6,7
d45_6,d45_1,7
d45_6,d45_10,1
d46_1,d46_2,1
d46_1,d46_33,1
d46_1,d46_34,1
d46_10,d46_4,7
d46_11,d46_12,7
d46_11,d46_25,1
d46_12,d46_13,7
d46_12,d46_26,1
